Name,Palette,Threadcount,Origin URL
Ancient Atlantic (SINDEX),BN#14283C BLUE GREY; DT#441800 DARK BROWN; DG#003820 DARK GREEN; LN#C0C0C0 LIGHT GRAY; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE;,LN/6 RB34 DT32 BN4 DG34 MY/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=72
Ancient Caledonian Society,A#789484 ANC AZURE; K#101010 BLACK; R#C80000 RED; W#F8F8F8 WILSON WHITE; Y#E8C000 YELLOW; G#006818 GREEN; B#2C2C80 BLUE;,R/80 G32 Y4 K16 A8 W2 B10 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=476
Anderson,AL#48A4C0 ANDERSON BLUE; K#101010 BLACK; GO#BC8C00 DARK GOLD; DG#003820 DARK GREEN; NB#003C64 NAVY BLUE; R#C80000 RED; W#E0E0E0 WHITE; B#2C2C80 BLUE; DY#E8C000 GOLD; G#006818 GREEN;,R/6 AL12 R4 K4 R4 AL36 K6 W6 K6 DY4 K4 DY4 K8 R4 B8 R6 G12 R4 G12 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=82
Anderson (Coulson Bonner #1),K#101010 BLACK; DR#960000 RED; T#503C14 BROWN; R#DC0000 RED; G#005020 MOD GREEN;,K/6 DR14 K8 T14 R6 T14 K8 G6 K6 G38 K4 G4 K4 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=73
Anderson (Coulson Bonner #2),R#DC0000 RED; LB#0596FA LIGHT BLUE; K#101010 BLACK; W#E0E0E0 WHITE; Y#E8C000 YELLOW; DB#080848 BLUE; G#005020 MOD GREEN;,R/6 LB12 K2 R4 K2 LB28 K6 W6 K6 Y4 K4 Y4 K4 R4 DB10 R4 G12 K2 R4 K2 G12 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=79
Anderson (Highland Society of London),R#DC0000 RED; A#3C82AF BLUE; K#101010 BLACK; W#E0E0E0 WHITE; Y#E8C000 YELLOW; B#2C4084 BLUE; G#005020 MOD GREEN;,R/12 A20 R4 K4 R4 A54 K12 W12 K8 Y4 K8 Y4 K16 R4 B16 R8 G20 R4 B4 R8 B4 R4 G20 R/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=74
Anderson (MacGregor-Hastie #1),R#DC0000 RED; A#3C82AF BLUE; K#101010 BLACK; W#E0E0E0 WHITE; Y#E8C000 YELLOW; G#005020 MOD GREEN;,R/8 A16 K2 R4 K2 A51 K8 W8 K6 Y4 K4 Y4 K12 R4 K12 R4 G16 K2 R4 K2 R16 G/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=77
Anderson (MacGregor-Hastie #2),R#DC0000 RED; A#3C82AF BLUE; K#101010 BLACK; B#2C4084 BLUE; W#E0E0E0 WHITE; Y#E8C000 YELLOW; G#005020 MOD GREEN;,R/8 A20 K2 R4 K2 A64 B8 W10 K8 Y4 K4 Y4 K16 R4 B16 G18 K2 R4 K2 G16 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=78
Anderson (MacGregor-Hastie #3),R#DC0000 RED; A#3C82AF BLUE; K#101010 BLACK; W#E0E0E0 WHITE; Y#E8C000 YELLOW; G#005020 MOD GREEN;,R/12 A20 R4 K4 R4 A54 K12 W12 K8 Y4 K6 Y4 K18 R4 K18 R8 G20 R4 K4 R8 K4 R4 G20 R/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=81
Anderson (MacGregor-Hastie #4),R#DC0000 RED; A#3C82AF BLUE; K#101010 BLACK; W#E0E0E0 WHITE; Y#E8C000 YELLOW; B#2C4084 BLUE; G#005020 MOD GREEN;,R/4 A6 R2 K2 R2 A36 K4 W4 K4 Y2 K2 Y2 K4 R2 B4 R6 G12 R2 G4 R6 G4 R2 G12 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=83
Anderson (Paton),R#DC0000 RED; T#503C14 BROWN; K#101010 BLACK; B#2C4084 BLUE; Y#E8C000 YELLOW; W#E0E0E0 WHITE; A#3C82AF BLUE;,R/5 T14 K2 R3 K2 T14 R3 B12 R3 K12 Y3 K3 Y3 K6 W6 K6 A40 K2 R3 K2 A12 T/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=75
Anderson (STS),R#DC0000 RED; A#3C82AF BLUE; B#2C4084 BLUE; W#E0E0E0 WHITE; K#101010 BLACK; Y#E8C000 YELLOW; G#005020 MOD GREEN;,R/6 A8 R2 B2 R2 A28 B8 W6 K4 Y2 K4 Y2 K8 R2 B8 R4 G12 R2 B2 R4 B2 R2 G12 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=80
"Anderson (W L Anderson, Stirling)",R#DC0000 RED; B#2C4084 BLUE; K#101010 BLACK; P#5A008C PURPLE; W#E0E0E0 WHITE; Y#E8C000 YELLOW; G#005020 MOD GREEN;,R/8 B12 K2 R4 K2 B32 P6 W6 K6 Y4 K4 Y4 K10 R4 P10 G14 K2 R4 K2 G14 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=76
Anderson Blue,K#101010 BLACK; FG#A07C58 FADED GREEN; W#E0E0E0 WHITE; WG#408060 WTHRD GREEN; B#6480AC BLUE;,B/16 K2 FG2 K2 B44 FG2 K28 FG2 W4 FG2 W12 K6 FG2 W6 FG/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5236
Anderson Blue (Westwood),K#101010 BLACK; DR#880000 DARK RED; FSB#2474E8 FS BLUE; LN#C0C0C0 LIGHT GRAY; MY#D09800 M YELLOW;,DR6 FSB8 DR2 K4 DR2 FSB36 K8 LN8 K8 MY4 K4 MY4 K8 DR20 FSB14 DR4 FSB10 DR8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5174
Anderson Dress,R#DC0000 RED; G#005020 MOD GREEN; K#101010 BLACK; Y#E8C000 YELLOW; W#E0E0E0 WHITE;,R/4 G8 R4 G8 R2 K4 Y4 K4 Y2 W4 Y2 K4 Y2 W24 R4 W10 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=84
Anderson Green,AY#DC943C ANC YELLOW; K#101010 BLACK; DG#003820 DARK GREEN; E#4C3428 DRAB; FG#A07C58 FADED GREEN; G#006818 GREEN;,DG/128 E4 AY4 DG4 K4 FG4 K4 FG4 K4 E12 DG8 K4 FG16 K4 AY/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4887
Anderson Old (Makinlay),R#DC0000 RED; A#3C82AF BLUE; K#101010 BLACK; W#E0E0E0 WHITE; Y#E8C000 YELLOW; G#005020 MOD GREEN;,R/16 A32 K2 R8 K2 A104 W16 K2 Y4 K8 Y4 K28 R4 A28 G32 K2 R8 K2 G32 R/16,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=87
Anderson Red (Westwood) (Estimated threadcount),K#101010 BLACK; DCR#A00048 CRIMSON; DR#880000 DARK RED; DW#C0C0C0 LIGHT GRAY; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE; R#C80000 RED; W#E0E0E0 WHITE; ALB#48A4C0 ANDERSON BLUE; A#5C8CA8 AZURE;,R/8 A10 R4 A14 R20 K8 MY4 K4 MY4 K8 W8 K8 A36 R2 K4 R2 A8 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5145
Anderson of Ardbrake,LB#2888C4 LIGHT BLUE; G#006818 GREEN; K#101010 BLACK; R#C80000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW; B#2C2C80 BLUE;,LB/4 G8 K6 LB2 R44 B4 K6 W8 K6 Y4 K4 Y4 K8 R4 LB6 B10 G18 R4 K/26,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=85
Anderson of Kinneddar Hunting,K#101010 BLACK; G#006818 GREEN; W#E0E0E0 WHITE; DY#E8C000 YELLOW; B#2C2C80 BLUE; A#5C8CA8 AZURE; XR#C80000 BASIC RED;,XR/8 A10 XR4 A14 XR8 B10 XR6 K10 DY4 K6 DY4 K8 W8 K8 G36 XR2 K4 XR2 G8 XR/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=86
Anderson of Kinnedear Red,K#101010 BLACK; DR#880000 DARK RED; G#006818 GREEN; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE;,RB/6 DR12 RB2 G4 RB2 DR44 K8 G4 K8 MY4 K4 MY4 K8 DR6 RB12 DR8 RB4 DR4 RB12 DR/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5189
"Andeville, Xavier (Personal), d'",R#FF0000 SCARLET RED; W#F9F5EF PEROXIDE WHITE; K#1C1714 BLACK;,R/26 W18 R26 W32 R20 W4 K2 W4 K2 W4 K2 W4 K2 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10298
Andover,K#101010 BLACK; GO#BC8C00 DARK GOLD; DN#5C5C5C DARK GREY; DR#880000 DARK RED; E#4C3428 DRAB; R#C80000 RED;,R/4 DN48 K24 YY4 E40 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5256
Angotta,R#EE0000 RED; DY#CDAD00 DARKYELLOW; B#380474 BLUE;,R/2 B80 R2 B4 DY8 B10 DY4 B10 DY2 B2 DY2 B2 DY/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10038
"Angove, the Black Swan",K#1C1714 BLACK; B#373875 SEVENTEEN BLUE; G#649848 ROSS GREEN; Y#F8E38C CANARY YELLOW; NB#433A5A ILLINOIS NAVY;,B/36 NB4 K4 B4 NB4 K2 B4 K16 G2 Y2 G12 K16 B28 K4 G/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10339
Angus,K#101010 BLACK; DR#880000 DARK RED; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE;,K/12 DR4 K56 B56 DR4 B4 DR4 B4 DR/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=88
Angus (Paton),K#101010 BLACK; R#DC0000 RED; W#E0E0E0 WHITE;,K/54 R26 K54 R4 K4 R4 K4 R4 K4 R4 K4 R4 K4 R4 K4 W12 K6 W12 K6 W12 K6 W12 K6 W/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=89
Angus Dress (Convergence 98),K#101010 BLACK; CW#FCFCFC CLEAR; DR#880000 DARK RED; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE; WW#FCFCFC WILSON WHITE; R#C80000 RED;,R/8 BL4 R4 BL4 R4 BL56 K56 R4 K12 R4 K56 WW56 R4 WW4 R4 WW4 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5121
Angus Dress 1992 (Dance),K#101010 BLACK; B#2C2C80 BLUE; R#C80000 RED; WW#FCFCFC WILSON WHITE;,K/6 R2 K64 B12 WW40 B4 R2 B4 R2 B4 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=90
Annan,LT#BE7832 BROWN; N#808080 MISSING COLOUR; K#101010 BLACK; O#FA4B00 YELLOW;,LT/12 N40 K32 LT12 N4 LT8 O8 LT8 N4 LT/60,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=91
Annand Family (Personal),P#780078 PURPLE; LO#EC8048 LGT ORANGE; T#604000 BROWN; G#006818 GREEN; LT#A08858 LIGHT BROWN;,P/8 LT16 G4 LT4 LO4 LT4 G4 LT4 T12 G20 LT/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=92
Anne Arundel County,G#006818 GREEN; NB#003C64 NAVY BLUE; B#2C2C80 BLUE; DO#B84C00 DARK ORANGE; K#101010 BLACK; N#888888 GREY; R#C80000 BASIC RED;,G/8 NB14 B66 K18 DO4 K18 N20 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=93
Antarctic,A#5C8CA8 AZURE; K#101010 BLACK; DY#E8C000 GOLD; N#888888 GREY; O#D87C00 ORANGE; RB#1C0070 ROYAL BLUE; W#E0E0E0 WHITE; G#006818 GREEN;,A/2 W76 N4 W4 N11 O11 DY7 K11 W4 A11 RB32 W/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=94
Anthony Plaid Blue,DR#880000 DARK RED; DY#E8C000 GOLD; G#006818 GREEN; DW#B8B8B8 OFF WHITE; RB#1C0070 ROYAL BLUE;,RB/72 G4 DY12 G4 DW4 RB4 DR8 G8 DR8 DW/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5018
Anthony Plaid Ecru,K#101010 BLACK; DR#880000 DARK RED; DY#E8C000 GOLD; DW#B8B8B8 OFF WHITE;,DW/72 K4 DY12 K4 DW8 DR8 K8 DR8 DW/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5168
Anthony Plaid Red,K#101010 BLACK; DR#880000 DARK RED; DY#E8C000 GOLD; DW#B8B8B8 OFF WHITE;,DR/72 K4 DY12 K4 DW4 DR12 K8 DR8 DW/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5169
Anthony Plaid Stewart,DG#003820 DARK GREEN; DR#880000 DARK RED; K#101010 BLACK; DW#B8B8B8 DIRTY WHITE; DY#E8C000 DARK YELLOW;,DG/72 K4 DY12 K4 DW4 DG4 DR8 K8 DR8 DW/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4989
Antigonish,WW#FCFCFC WILSON WHITE; B#2C2C80 BLUE; A#5C8CA8 AZURE;,A/16 B4 A16 B96 WW24 B16 WW4 B/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=95
Antigonish Centennial,K#101010 BLACK; G#006818 GREEN; N#888888 GREY; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE;,K/8 LN4 RB10 LN14 RB18 G28 N8 G2 N/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5248
Antigua & Barbuda,K#101010 BLACK; G#006818 GREEN; R#C80000 RED; O#D87C00 ORANGE; W#E0E0E0 WHITE; LG#289C18 LIGHT GREEN;,R/60 LG6 O6 LG6 O6 LG6 O6 LG6 O6 LG6 O6 LG6 O20 R/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=96
Antique 2000,AB#1870A4 ANC BLUE; K#101010 BLACK; TK#8C7038 KHAKI; NB#003C64 NAVY BLUE; R#C80000 RED;,NB/20 R2 NB2 R2 NB2 K12 TK18 AB/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=97
"Antonelli (Oklahoma), John (Personal)",DB#000080 DARK BLUE; G#008B00 GREEN; R#FF0000 RED; LB#82CFFD LIGHT BLUE; K#101010 BLACK;,DB/25 G25 DB25 R25 LB25 K/25,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10453
"Antrim, County",BN#14283C BLUE GREY; GO#BC8C00 DARK GOLD; GN#406054 GREEN GREY; MR#C04C08 MADDER;,GN/10 BN4 GN36 GO4 BN10 GO4 MR10 BN34 GN4 GO/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=98
Anzac,K#101010 BLACK; E#4C3428 DRAB; G#006818 GREEN; LN#C0C0C0 LIGHT GRAY;,G/8 K52 LN16 E8 LN16 K16 LN8 K/84,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5232
Aon,DB#202060 DARK BLUE; HG#285800 HUNTING GREEN; R#C80000 RED; Y#E8C000 YELLOW;,R/20 DB40 R20 HG20 R100 Y/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=99
Apache,K#101010 BLACK; N#888888 GRAY; B#2C2C80 BLUE; P#780078 PURPLE; DY#E8C000 GOLD; AY#DC943C ANC YELLOW; LO#EC8048 LGT ORANGE;,K/30 B14 N6 K26 N6 B14 K46 N6 B14 DY4 P8 DY/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=101
Applecross,XR#C80000 SCARLET; G#006818 GREEN; R#C80000 RED; WG#408060 WTHRD GREEN; DBG#005448 DARK BLUE GREEN;,G/36 R4 G14 R/36,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=102
Aquascutum,T#604000 BROWN; DB#202060 DARK BLUE; W#E0E0E0 WHITE;,DB/12 W24 T/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=103
Aragon (Erskine),K#101010 BLACK; R#C80000 RED;,R/8 K2 R56 K48 R2 K/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5281
Arbroath Smokie,R#C80000 RED; BN#14283C BLUE GREY; DB#202060 DARK BLUE; GO#BC8C00 DARK GOLD; W#E0E0E0 WHITE; DR#880000 DARK RED;,GO/2 DR90 BN46 W2 BN12 R4 GO2 R4 GO/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=105
Arbuthnott,W#E0E0E0 WHITE; G#006818 GREEN; K#101010 BLACK; B#5C8CA8 AZURE;,B/8 K2 B2 K2 B2 K8 G4 W2 G4 B4 G4 W2 G4 K8 B10 K2 B/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=106
Arbutus,DT#441800 DARK BROWN; GO#BC8C00 DARK GOLD; G#006818 GREEN; DW#F8F4D0 OFF WHITE; DG#003820 DARK GREEN;,DW/4 DG6 DT4 GO4 DG4 DT4 DG20 GO4 DW4 GO4 DG4 GO12 DG6 DW/80,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5037
Arctic,AG#00643C ANC GREEN; K#101010 BLACK; CW#FCFCFC CLEAR; FSB#2474E8 FS BLUE; LN#C0C0C0 LIGHT GRAY; R#C80000 RED; RB#1C0070 ROYAL BLUE;,FSB/4 CW24 LN4 CW4 LN8 R8 AG8 K8 CW4 FSB8 RB64 CW/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=107
Ardmore,K#101010 BLACK; FG#A07C58 FADED GREEN; W#E0E0E0 WHITE; WG#408060 WTHRD GREEN; N#888888 GRAY; DN#5C5C5C DARK GREY;,DN/16 K4 DN12 FG32 W4 K16 FG4 K/42,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5237
Arduaine Red,W#F0E0C8 WHITE; SCR#C8002C SCARLET; NB#003C64 NAVY BLUE; K#101010 BLACK;,NB/6 SCR16 W6 SCR48 W60 K4 W/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5596
Argentina,B#2C2C80 BLUE; WW#F8F8F8 WILSON WHITE; W#E0E0E0 WHITE; VDB#00002C MIDNIGHT;,B/6 VDB72 B6 VDB6 B66 W6 B/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=108
Argentine Flag,A#0099CC YELLOW; W#FFFFFF WHITE; Y#FFFF00 YELLOW;,A/52 W4 Y2 W6 Y4 W6 Y/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10007
Argyle Dress,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED; W#E0E0E0 WHITE;,B8 K6 G34 K34 B30 K6 R8 K6 B30 K34 W6 B8 W50 B6 W12 B6 W50 B8 W6 K34 G34 K6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5092
Argyll,A#5C8CA8 AZURE; K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED;,A/4 K2 G16 K16 B16 K2 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=109
Argyll Campbell,B#2C4084 BLUE; K#101010 BLACK; G#005020 MOD GREEN; W#E0E0E0 WHITE;,B/4 K4 B36 K40 G36 W8 G36 K40 B34 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=110
Arizona,A#5C8CA8 AZURE; Y#E8C000 YELLOW; K#101010 BLACK; WW#FCFCFC WILSON WHITE; R#C80000 RED; G#006818 GREEN; LT#A08858 LIGHT BROWN; LY#C4BC68 LGT YELLOW; GO#BC8C00 DARK GOLD; AY#DC943C ANC YELLOW;,LT/12 G8 WW8 R8 LT48 K8 G48 R8 G8 A8 G8 Y/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=111
Arkansas,K#101010 BLACK; HG#285800 HUNTING GREEN; S#C8002C SCARLET; WW#FCFCFC WILSON WHITE; G#006818 GREEN; LG#289C18 LIGHT GREEN;,G/8 K12 G12 S24 G48 WW4 G/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=112
Arkansas (Unofficial),MG#003C14 GREEN; B#2C4084 BLUE; Y#E8C000 YELLOW; R#DC0000 RED;,MG/10 B4 MG4 B5 MG6 Y10 R6 MG18 Y/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=113
"Armagh, County",DBG#005448 DARK BLUE GREEN; DG#003820 DARK GREEN; DR#880000 DARK RED; LY#C4BC68 LGT YELLOW;,DBG/4 DG22 DBG6 DG4 DR8 DG4 DBG34 LY4 DBG/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=114
Armstrong,K#101010 BLACK; DB#202060 DARK BLUE; DG#003820 DARK GREEN; R#C80000 RED; G#006818 GREEN; B#2C2C80 BLUE;,G/4 K2 G60 K24 B4 K2 B2 K2 B24 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=115
Arndt (Personal),G#006818 GREEN; K#101010 BLACK; B#2C2C80 BLUE; W#E0E0E0 WHITE; R#C80000 RED;,W/5 B5 R5 B25 K16 G18 K4 G5 K4 G18 K16 B25 K5 W/5,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=116
Arnold (California),B#00008C ROYAL BLUE; DY#E0A126 GOLD; W#FFFFFF WHITE; K#000000 BLACK; P#4B3971 PURPLE; R#FF0000 SCARLET RED;,B/8 K2 DY4 K2 B6 K2 B4 K4 B4 K8 B4 K4 B4 K2 B6 R2 B8 K38 P2 K4 P6 K8 B8 K2 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10751
Arran (Pendleton),A#3C82AF BLUE; K#101010 BLACK; DB#080848 BLUE; W#E0E0E0 WHITE; N#808080 MISSING COLOUR;,A/48 K4 A4 K4 A4 DB32 W36 N/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=117
Arran (Strathmore),K#101010 BLACK; G#006818 GREEN; P#780078 PURPLE; R#C80000 RED; W#E0E0E0 WHITE;,P/120 G8 P8 G8 P8 K28 R4 K10 R6 K6 R8 K4 R10 W/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5250
"Arran, Isle of (Lochcarron)",K#101010 BLACK; DN#5C5C5C DARK GREY; DP#440044 DARK PURPLE; G#006818 GREEN; S#C8002C SCARLET; W#E0E0E0 WHITE; WW#F8F8F8 WILSON WHITE;,DP4 G4 DP4 G4 DP80 G4 DP4 G4 DP4 K14 S2 K4 S4 K4 S4 K2 S6 WW4 S6 K2 S4 K4 S4 K4 S2 K14 DN20 K4 DN8 K4 DN20 K14 S2 K4 S4 K4 S4 K2 S6 WW4 S6 K2 S4 K4 S4 K4 S2 K14,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1865
"Arran, Isle of (Strathmore)",K#101010 BLACK; DN#5C5C5C DARK GREY; DP#440044 DARK PURPLE; DR#880000 DARK RED; DW#B8B8B8 OFF WHITE; WW#F8F8F8 WILSON WHITE;,DP/172 DN8 DP8 DN8 DP8 K32 DR4 K8 DR6 K6 DR8 K4 DR12 WW6 DR12 K4 DR8 K6 DR6 K8 DR4 K32 DN48 K8 DN/20,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=118
Arrol,B#00008C BLUE; G#007800 GREEN; R#8C0000 RED; Y#C88C00 YELLOW; K#000000 BLACK; W#C8C8C8 WHITE; A#788CB4 AZURE; P#64008C PURPLE;,R/8 B16 K16 G16 W4 G16 K16 G16 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=119
Art Pewter Silver,K#101010 BLACK; DB#202060 DARK BLUE; OG#5C6428 OLIVE GREEN; R#C80000 RED; YT#D8B000 TAN YELLOW;,R/6 DB16 K8 OG24 YT2 OG24 K8 DB/24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5141
Asher (Personal),DG#003820 DARK GREEN; DY#E8C000 GOLD; R#C80000 RED; RB#1C0070 ROYAL BLUE; W#E0E0E0 WHITE;,DG/80 DY4 RB6 R8 RB6 DY4 DG80 W/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4990
Asile,P#780078 PURPLE; N#888888 GREY; B#003C64 BLUE; K#101010 BLACK;,B/6 N2 P4 N2 K12 N2 P4 N2 B32 K32 P2 N4 P2 B12 P2 N4 P2 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11385
Asman Hunting (Personal),K#101010 BLACK; DB#202060 DARK BLUE; GO#BC8C00 DARK GOLD; DR#880000 DARK RED; E#4C3428 DRAB; W#E0E0E0 WHITE; WW#FCFCFC WILSON WHITE; N#888888 GREY; R#C80000 RED; DY#E8C000 GOLD; B#2C2C80 BLUE;,B/8 DY6 B44 R12 WW4 K12 WW4 B12 N40 K6 N/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=124
Asman Red (Personal),K#101010 BLACK; DB#202060 DARK BLUE; GO#BC8C00 DARK GOLD; DR#880000 DARK RED; E#4C3428 DRAB; LN#C0C0C0 LIGHT GRAY; WW#FCFCFC WILSON WHITE; R#C80000 RED; DY#E8C000 GOLD; B#2C2C80 BLUE; N#888888 GREY;,B/8 DY6 B44 N12 WW4 K12 WW4 R52 K6 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=123
"Asman, Day Tan (Personal)",K#101010 BLACK; LT#A08858 LIGHT BROWN; LN#C0C0C0 LIGHT GRAY; MY#D09800 M YELLOW; OG#5C6428 OLIVE GREEN; R#C80000 RED;,OG/8 K4 OG36 LT12 LN4 K12 LN4 R12 LT36 MY4 LT/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5273
Atholl,K#101010 BLACK; DB#202060 DARK BLUE; DG#003820 DARK GREEN; R#C80000 RED; G#006818 GREEN; B#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE;,BL/50 K8 BL8 K8 BL8 K52 G50 R18 G50 K52 BL50 K4 R/18,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=125
Atholl Highlanders,K#101010 BLACK; DBG#005448 DARK BLUE GREEN; LR#D05054 ROSE; RB#1C0070 ROYAL BLUE;,LR/16 K6 RB40 K40 DBG40 LR/16,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5144
Atikokan,LB#0596FA LIGHT BLUE; R#DC0000 RED; Y#E8C000 YELLOW; W#E0E0E0 WHITE; LG#309C18 GREEN; LN#C0C0C0 LIGHT GREY; LT#BE7832 BROWN;,W/8 LG12 LT12 R12 LN12 LB64 Y/24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=126
Atlantic Police Academy,G#005020 MOD GREEN; R#DC0000 RED; RB#000064 NAVY; W#E0E0E0 WHITE; LY#FADC00 YELLOW; K#101010 BLACK;,G/4 R4 RB66 W6 LY8 K/66,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5899
Atlin,DB#000060 NAVY; XT#381C0C BROWN;,DB/4 XT6 DB80 XT28 DB28 XT/28,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4962
Aubigny,ARR#B00000 SCARLET; BDY#C89800 DARKER YELLOW; K#000000 BLACK;,ARR/10 K4 ARR36 K18 BDY8 K4 BDY6 K4 BDY/40,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=127
Auburn University (Alabama),DO#D87C00 ORANGE; DB#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE;,DB/6 DO6 DB48 DO60 DB6 DO/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=128
